12 	1116
13 	1363
14 	4012
141 	67
15 	21615
16 	71359
17 	195896
18 	478729
19 	789982
20 	1215902
21 	1624661
22 	2083858
23 	2244611
24 	2211175
25 	2167146
26 	2229436
27 	2292041
28 	2268318
29 	2179318
30 	2075223
31 	1947511
32 	1780571
33 	1575771
34 	1384639
35 	1188868
36 	982585
37 	794098
38 	637252
39 	504517
40 	413832
41 	340805
42 	273355
43 	212296
44 	164764
45 	123972
46 	85377
47 	55312
48 	35854
49 	22937
50 	12032
51 	5217
52 	2027
53 	729
54 	295
55 	49
56 	13
